log_id,station_id,user_id,start_time,end_time,energy_kwh,fee,payment_method
L006231,ST036,U00281,2026-06-10 22:30:00,2026-06-11 03:07:00,37.77,11029,CARD
L004601,ST028,U01712,2026-04-10 16:53:00,2026-04-10 17:42:00,73.49,23517,MEMBERSHIP
L005417,ST028,U02044,2026-07-28 19:00:00,2026-07-28 19:30:00,37.82,12102,APP
L007533,ST030,U02006,2026/06/16 10:57:00,2026-06-16 11:42:00,93.37,29878,CARD
L000813,ST035,U02300,2026-06-29 00:50:00,2026-06-29 03:10:00,19.96,5090,CARD
L000479,ST032,U00242,2026-06-06 20:29:00,2026-06-06 21:16:00,55.22,20984,CARD
L000424,ST028,U00808,2026-02-27 05:19:00,2026-02-27 06:03:00,,"15,568",MEMBERSHIP
L002703,ST009,U00834,20260531011900,2026-05-31 01:46:00,17.7,6142,APP
L008876,ST032,U02649,2026-02-16 20:14:00,2026-02-16 21:14:00,86.07,32707,CARD
L010034,ST034,U00564,2026-02-06 11:37:00,2026-02-06 12:35:00,169.42,64380,MEMBERSHIP
L011622,ST033,U01500,2026-01-07 10:26:00,2026-01-07 11:26:00,124.34,39789,APP
L007640,ST007,U01619,2026-01-01 09:57:00,2026-01-01 10:18:00,29.67,9494,membership
L000910,ST016,U02281,2026/05/28 14:19:00,2026-05-28 17:52:00,14.23,3629,MEMBERSHIP
L007875,ST003,U01186,2026-06-04 12:59:00,2026-06-04 13:41:00,85.12,27238,MEMBERSHIP
L006289,ST037,U00205,2026-02-06 17:29:00,2026-02-06 18:03:00,69.84,24234,app
L003905,ST028,U01844,2026-07-27 15:14:00,2026-07-27 16:12:00,54.21,17347,CARD
L007651,ST030,U02467,20260618085500,2026-06-18 09:22:00,80.3,25696,APP
L005636,ST021,U02532,2026-05-14 09:35:00,2026-05-14 14:23:00,26.55,7753,Card
L011021,ST005,U00221,2026-01-29 03:12:00,2026-01-29 04:07:00,118.2,37824,MEMBERSHIP
L003707,ST032,U01803,2026-01-20 20:18:00,2026-01-20 21:13:00,59.34,22549,CARD
L001665,ST013,U00706,2026-02-02 06:11:00,2026-02-02 07:00:00,102.37,32758,MEMBERSHIP
L008171,ST033,U00226,2026-01-28 13:44:00,2026-01-28 14:18:00,55.23,17674,MEMBERSHIP
L011493,ST001,U01035,2026-05-26 10:13:00,2026-05-26 10:35:00,36.88,14014,CARD
L001227,ST009,U00862,2026-02-23 04:27:00,2026-02-23 04:49:00,13.54,4698,APP
L003595,ST038,U02852,2026-03-20 14:36:00,2026-03-20 14:57:00,54.15,17328,MEMBERSHIP
L011068,ST022,U01766,2026-02-28 11:00:00,2026-02-28 11:41:00,-,30304,APP
L002645,ST038,U01563,2026-07-17 02:21:00,2026-07-17 03:03:00,101.43,32458,CARD
L010391,ST028,U02823,20260406122900,2026-04-06 13:23:00,66.81,21379,MEMBERSHIP
L006831,ST017,U00100,2026-02-13 17:56:00,2026-02-14 01:30:00,47.58,13893,Card
L005076,ST018,U00150,2026-01-05 13:09:00,2026-01-05 17:42:00,20.15,5884,CARD
L002763,ST033,U02627,2026-02-23 09:37:00,2026-02-23 10:07:00,59.58,19066,CARD
L002030,ST015,U02455,2026-03-04 14:23:00,2026-03-04 14:48:00,N/A,-14611,APP
L000241,ST020,U01337,2026-04-10 10:26:00,2026-04-10 11:15:00,25.09,"8,029",APP
L002150,ST036,U00003,2026-01-08 15:06:00,2026-01-08 21:01:00,53.91,15742,MEMBERSHIP
L011540,ST012,U01492,20260504170200,2026-05-04 17:57:00,28.36,9075,APP
L002839,ST014,U01069,2026-01-07 23:48:00,2026-01-08 00:20:00,23.89,9078,CARD
L007338,ST035,U01205,2026-07-05 22:25:00,2026-07-06 03:47:00,37.15,9473,CARD
L010646,ST016,U00335,2026-07-03 14:43:00,2026-07-03 18:11:00,20.25,5164,CARD
L001921,ST030,U02339,2026/06/29 15:25:00,2026-06-29 16:06:00,84.45,27024,MEMBERSHIP
L008071,ST005,U01868,20260208095300,2026-02-08 10:31:00,70.37,"22,518",APP
L003557,ST022,U00564,2026-06-03 06:19:00,2026-06-03 06:45:00,42.66,14803,CARD
L009248,ST006,U02468,2026-06-30 03:34:00,2026-06-30 09:46:00,25.02,7306,CARD
L002976,ST032,U02936,2026-02-19 20:29:00,2026-02-19 21:01:00,37.86,14387,MEMBERSHIP
L002173,ST021,U02257,2026-06-09 01:11:00,2026-06-09 07:50:00,26.78,7820,MEMBERSHIP
L007649,ST020,U00535,2026-01-03 16:49:00,2026-01-03 17:34:00,3176.0,10163, APP 
L002031,ST026,U00912,2026-05-22 16:11:00,2026-05-22 16:46:00,100.85,38323,card
L007266,ST030,U01274,2026-02-28 00:24:00,2026-02-28 00:57:00,63.08,,MEMBERSHIP
L008247,ST012,U02017,2026-05-02 08:19:00,2026-05-02 09:11:00,37.33,11946,APP
L007872,ST009,U01344,2026-02-28 17:15:00,2026-02-28 17:37:00,11.82,,MEMBERSHIP
L003826,ST022,U02908,2026-02-08 03:30:00,2026-02-08 04:11:00,81.3,28211,MEMBERSHIP
L006573,ST010,U02886,20260316040600,2026-03-16 06:08:00,11.67,3408,CARD
L010530,ST001,U00998,2026-01-19 11:48:00,2026-01-19 12:38:00,83.46,31715,APP
L010277,ST012,U02567,2026-03-27 03:39:00,2026-03-27 04:33:00,32.47,10390,CARD
L006952,ST024,U02490,2026/03/11 18:31:00,2026-03-11 19:00:00,77.88,27024,APP
L009221,ST019,U01656,2026-04-06 12:23:00,2026-04-06 13:15:00,95.73,33218,MEMBERSHIP
L011706,ST006,U02670,2026-01-20 07:17:00,2026-01-20 13:14:00,24.93,-7280,CARD
L004374,ST037,U01102,20260218194200,2026-02-18 20:34:00,114.49,39728,CARD
L007544,ST023,U00994,2026-03-20 09:04:00,2026-03-20 09:54:00,2593.0,8298,MEMBERSHIP
L007002,ST031,U00461,2026-03-28 15:55:00,2026-03-28 16:15:00,38.33,14565,MEMBERSHIP
L008562,ST026,U01414,2026-02-08 14:22:00,2026-02-08 15:18:00,121.3,46094,CARD
L010048,ST012,U00622,2026-05-06 20:40:00,2026-05-06 21:04:00,16.13,,MEMBERSHIP
L011263,ST032,U00501,2026/07/10 19:59:00,2026-07-10 20:55:00,56.9,21622,Card
L003940,ST012,U01252,2026-05-11 06:44:00,2026-05-11 07:25:00,28.72,9190,APP
L003271,ST002,U00745,2026-02-13 15:42:00,2026-02-13 19:14:00,21.54,6290,MEMBERSHIP
L007445,ST022,U00124,2026-04-16 07:00:00,2026-04-16 07:55:00,118.19,41012,MEMBERSHIP
L001156,ST026,U01479,2026-05-23 15:51:00,2026-05-23 16:47:00,,42066,MEMBERSHIP
L003965,ST030,U01371,2026-01-27 20:26:00,2026-01-27 20:59:00,85.46,27347,CARD
L004466,ST030,U00115,2026-03-29 20:59:00,2026-03-29 21:59:00,155.81,49859,CARD
L003273,ST028,U00466,2026-04-30 21:28:00,2026-04-30 22:09:00,45.04,14413,MEMBERSHIP
L002555,ST028,U01173,2026-07-16 11:32:00,2026-07-16 12:26:00,79.95,25584,MEMBERSHIP
L000255,ST002,U02598,2026-03-26 04:12:00,2026-03-26 07:30:00,21.58,6301,MEMBERSHIP
L003498,ST022,U00587,2026/02/22 23:50:00,2026-02-23 00:42:00,84.09,29179,APP
L010596,ST019,U00105,2026-07-12 05:02:00,2026-07-12 06:02:00,178.1,61801,CARD
L007631,ST037,U02976,2026-01-30 18:10:00,2026-01-30 18:46:00,62.42,21660,APP
L001396,ST008,U02518,2026-01-22 01:07:00,2026-01-22 04:48:00,18.17,4633,MEMBERSHIP
L005587,ST001,U02226,2026-06-09 14:39:00,2026-06-09 15:11:00,52.94,,MEMBERSHIP
L007556,ST004,U02652,2026-01-31 21:05:00,2026-01-31 21:44:00,74.69,23901,CARD
L005500,ST030,U01437,2026-02-27 05:29:00,2026-02-27 06:16:00,127.16,40691,MEMBERSHIP
L001926,ST012,U02096,2026-05-24 16:43:00,2026-05-24 17:24:00,24.38,7802,APP
L001766,ST007,U00189,2026/07/24 17:17:00,2026-07-24 18:02:00,62.21,19907,APP
L004696,ST007,U01980,2026-04-01 09:26:00,2026-04-01 10:07:00,62.89,20125,app
L003989,ST024,U01103,2026-07-12 09:23:00,2026-07-12 10:16:00,145.02,50322,MEMBERSHIP
L008809,ST039,U00502,2026-03-21 04:17:00,2026-03-21 05:16:00,34.16,11854,CARD
L011292,ST017,U00268,20260228120900,2026-02-28 16:15:00,20.96,6120,CARD
L009087,ST034,U00356,2026-02-08 02:36:00,2026-02-08 02:59:00,55.22,20984,MEMBERSHIP
L005765,ST023,U01332,2026-02-04 23:43:00,2026-02-05 00:36:00,30.47,9750,MEMBERSHIP
L008808,ST001,U02963,2026-04-08 03:23:00,2026-04-08 04:05:00,77.04,29275,APP
L007723,ST016,U02440,2026-07-01 00:14:00,2026-07-01 03:48:00,18.34,4677,APP
L000533,ST022,U00557,2026-06-15 22:31:00,2026-06-15 22:58:00,42.95,14904,APP
L008329,ST004,U01556,20260425002400,2026-04-25 00:48:00,45.8,14656,MEMBERSHIP
L005427,ST016,U00971,2026-02-14 22:57:00,2026-02-15 06:56:00,38.54,,APP
L004957,ST008,U02377,2026-03-24 14:24:00,2026-03-24 21:50:00,40.09,10223,CARD
L007638,ST022,U01039,2026-01-28 08:33:00,2026-01-28 09:01:00,43.86,15219,APP
L011051,ST036,U02898,2026-04-06 03:13:00,2026-04-06 10:11:00,52.93,15456,CARD
L010553,ST010,U00152,2026/02/18 23:51:00,2026-02-19 05:01:00,26.11,7624,MEMBERSHIP
L000644,ST010,U02651,2026-01-14 08:19:00,2026-01-14 15:48:00,29.53,8623,MEMBERSHIP
L008156,ST012,U02309,20260129033500,2026-01-29 04:17:00,19.95,6384,MEMBERSHIP
L002944,ST028,U01683,20260718093100,2026-07-18 09:56:00,36.33,11626,CARD
L005326,ST022,U00266,2026-03-14 20:10:00,2026-03-14 20:45:00,66.17,,CARD
L011229,ST026,U02331,2026-02-15 04:30:00,2026-02-15 05:04:00,65.41,24856,CARD
L000015,ST002,U02548,2026-02-11 11:01:00,2026-02-11 13:24:00,17.45,5095,CARD
L001556,ST030,U02561,2026-06-13 14:11:00,2026-06-13 14:44:00,94.94,30381,MEMBERSHIP
L003996,ST003,U00109,2026-02-17 02:55:00,2026-02-17 03:34:00,81.59,26109,CARD
L003064,ST008,U02696,2026-06-08 17:00:00,2026-06-08 19:37:00,12.61,3216,CARD
L002096,ST009,U00390,2026-04-22 16:14:00,2026-04-22 16:59:00,26.66,9251,MEMBERSHIP
L007011,ST034,U02689,2026-04-08 20:13:00,2026-04-08 20:35:00,41.42,15740,CARD
L004433,ST020,U01738,2026-05-06 15:45:00,2026-05-06 16:32:00,,9798,APP
L006477,ST011,U00107,2026-07-16 12:23:00,2026-07-16 12:47:00,51.36,16435,CARD
L008818,ST017,U01179,2026-06-28 08:59:00,2026-06-28 16:33:00,43.33,12652,CARD
L009570,ST003,U02384,2026/04/01 00:49:00,2026-04-01 01:12:00,43.75,14000,APP
L000068,ST030,U00313,2026-07-16 16:51:00,2026-07-16 17:31:00,82.91,26531,MEMBERSHIP
L009977,ST012,U01698,20260422050700,2026-04-22 05:41:00,15.81,5059,APP
L007518,ST014,U01673,2026-01-24 14:05:00,2026-01-24 14:26:00,14.82,5632,APP
L002675,ST022,U00980,2026-05-15 05:12:00,2026-05-15 05:36:00,50.63,17569,APP
L008944,ST015,U00518,2026-04-10 19:32:00,2026-04-10 20:02:00,53.94,17261,MEMBERSHIP
L009910,ST015,U01951,2026-01-26 11:21:00,2026-01-26 11:51:00,43.12,13798,CARD
L002812,ST017,U02042,2026-04-28 12:09:00,2026-04-28 14:34:00,11.12,3247,CARD
L005077,ST006,U00314,2026-06-18 00:30:00,2026-06-18 06:32:00,28.29,8261,APP
L007307,ST040,U00062,20260512083700,2026-05-12 16:30:00,55.06,16078,APP
L002034,ST007,U02797,20260709185000,2026-07-09 19:47:00,86.61,27715,MEMBERSHIP
L000592,ST009,U01373,2026-07-05 04:48:00,2026-07-05 05:13:00,18.49,6416, APP 
L005710,ST032,U00222,2026-06-09 17:14:00,2026-06-09 17:43:00,36.83,13995,CARD
L007777,ST017,U00251,2026-02-20 12:28:00,2026-02-20 17:57:00,23.78,6944,MEMBERSHIP
L005951,ST038,U00353,2026-02-18 21:22:00,2026-02-18 21:51:00,80.22,25670,CARD
L002613,ST024,U00480,2026-01-10 22:14:00,2026-01-10 23:14:00,145.15,50367,APP
L005805,ST013,U00603,2026-07-07 18:23:00,2026-07-07 18:51:00,82.74,26477,MEMBERSHIP
L001249,ST017,U00718,2026-05-02 13:24:00,2026-05-02 18:53:00,29.35,8570,MEMBERSHIP
L005502,ST030,U00721,2026-04-17 12:51:00,2026-04-17 13:21:00,N/A,24368,APP
L009249,ST019,U02288,2026-05-24 18:22:00,2026-05-24 19:22:00,,41675,MEMBERSHIP
L010781,ST032,U02699,2026-04-12 19:04:00,2026-04-12 20:01:00,59.88,22754,APP
L007843,ST008,U00649,2026-05-14 15:07:00,2026-05-14 22:02:00,39.41,10050,MEMBERSHIP
L011923,ST028,U01569,20260112113300,2026-01-12 12:24:00,52.95,16944,MEMBERSHIP
L005694,ST026,U01530,20260104024200,2026-01-04 03:04:00,46.6,17708,card
L001650,ST036,U02385,2026/06/16 17:18:00,2026-06-17 01:11:00,65.38,19091,CARD
L005212,ST019,U01917,2026-04-08 04:56:00,2026-04-08 05:47:00,129.25,44850,CARD
L000503,ST014,U02175,2026-03-06 12:54:00,2026-03-06 13:52:00,39.82,15132,CARD
L000452,ST018,U00761,2026-01-28 05:53:00,2026-01-28 12:59:00,31.7,9256,MEMBERSHIP
L007506,ST037,U00648,2026-06-09 15:37:00,2026-06-09 16:27:00,104.27,36182,APP
L007951,ST028,U02963,2026-01-15 14:26:00,2026-01-15 15:25:00,67.88,21722,APP
L010119,ST018,U02895,2026/01/03 00:43:00,2026-01-03 05:03:00,24.42,7131,APP
L000559,ST006,U01445,20260214201700,2026-02-15 00:49:00,26.74,,MEMBERSHIP
L003206,ST009,U00153,2026-04-30 12:44:00,2026-04-30 13:38:00,25.5,8848,MEMBERSHIP
L004381,ST004,U02843,2026-03-15 11:23:00,2026-03-15 11:57:00,75.82,24262,APP
L003879,ST035,U02809,2026-02-16 15:25:00,2026-02-16 20:18:00,37.58,9583,app
L007937,ST017,U01238,2026-01-29 16:18:00,2026-01-29 18:24:00,9.74,2844,CARD
L002409,ST036,U02450,2026-02-09 08:08:00,2026-02-09 15:46:00,68.75,20075,CARD
L010738,ST015,U02125,2026-04-19 17:52:00,2026-04-19 18:17:00,54.45,17424,MEMBERSHIP
L001078,ST031,U01282,2026-01-19 03:50:00,2026-01-19 04:46:00,80.17,30465,MEMBERSHIP
L002380,ST006,U00415,2026-01-27 21:29:00,2026-01-27 23:41:00,11.57,3378,CARD
L005096,ST032,U00867,2026-01-23 00:20:00,2026-01-23 01:11:00,52.05,19779,MEMBERSHIP
L010535,ST030,U00246,2026-06-24 14:15:00,2026-06-24 14:36:00,40.25,12880,CARD
L011773,ST017,U00291,2026-01-08 23:51:00,2026-01-09 05:17:00,31.74,"9,268",CARD
L000681,ST029,U02355,2026-05-27 02:13:00,2026-05-27 07:11:00,42.77,12489,membership
L005580,ST021,U00733,2026-06-20 14:22:00,2026-06-20 19:38:00,24.72,7218,CARD
L006149,ST007,U02980,2026-02-19 23:24:00,2026-02-20 00:24:00,92.89,29725,MEMBERSHIP
L007940,ST015,U02517,2026-05-30 10:31:00,2026-05-30 11:31:00,101.27,32406,MEMBERSHIP
L000348,ST038,U00810,2026-07-13 00:27:00,2026-07-13 01:18:00,148.58,47546,MEMBERSHIP
L002530,ST016,U02660,2026-03-01 02:17:00,2026-03-01 09:28:00,40.21,10254,APP
L000964,ST008,U02844,2026-07-21 19:34:00,2026-07-21 23:11:00,16.34,4167,APP
L002294,ST025,U01342,2026-07-12 04:57:00,2026-07-12 09:59:00,20.41,5960,CARD
L008153,ST009,U01222,20260126071200,2026-01-26 07:39:00,14.76,5122,CARD
L007705,ST020,U02097,2026-04-03 06:09:00,2026-04-03 06:52:00,22.39,7165,APP
L011075,ST006,U00060,2026-05-20 17:59:00,2026-05-21 00:28:00,38.45,11227,MEMBERSHIP
L010843,ST011,U02108,20260216020300,2026-02-16 02:30:00,59.04,18893,APP
L009782,ST004,U00814,20260502023800,2026-05-02 03:00:00,42.64,13645,CARD
L001917,ST025,U02483,2026-03-17 18:04:00,2026-03-18 01:27:00,34.59,10100,card
L001415,ST006,U01782,2026-01-11 22:30:00,2026-01-12 03:21:00,23.53,"6,871",MEMBERSHIP
L001680,ST021,U02794,2026-06-14 21:59:00,2026-06-15 04:38:00,37.83,"11,046",CARD
L005220,ST001,U01669,2026-05-02 15:41:00,2026-05-02 16:28:00,88.03,33451,MEMBERSHIP
L008319,ST006,U01276,2026-06-04 11:24:00,2026-06-04 13:54:00,10.99,3209,MEMBERSHIP
L008870,ST010,U02277,2026-01-23 06:16:00,2026-01-23 08:52:00,15.22,4444,MEMBERSHIP
L009715,ST023,U00155,2026/01/21 04:54:00,2026-01-21 05:35:00,29.11,9315,CARD
L009827,ST010,U00269,2026-07-20 17:19:00,2026-07-20 23:28:00,27.62,8065,CARD
L002696,ST034,U02120,2026-04-11 13:04:00,2026-04-11 13:26:00,53.16,20201,CARD
L011482,ST029,U01146,2026-02-25 20:51:00,2026-02-25 23:05:00,17.71,5171,membership
L009051,ST022,U01779,2026-05-05 22:37:00,2026-05-05 23:18:00,68.62,23811,CARD
L011488,ST014,U01986,2026-05-11 06:06:00,2026-05-11 06:28:00,15.06,5723,MEMBERSHIP
L007061,ST036,U01212,2026-04-11 19:06:00,2026-04-12 01:37:00,62.1,18133,MEMBERSHIP
L006907,ST010,U01651,2026-02-21 21:27:00,2026-02-22 05:02:00,38.79,11327,APP
L002353,ST011,U02137,2026-05-01 05:03:00,2026-05-01 05:38:00,54.21,17347,CARD
L006164,ST004,U01061,2026-06-13 00:05:00,2026-06-13 00:52:00,66.47,21270,APP
L004089,ST032,U00027,2026-05-11 23:11:00,2026-05-11 23:51:00,56.31,21398,CARD
L007733,ST026,U00956,2026-04-02 08:47:00,2026-04-02 09:19:00,79.3,30134,CARD
L002052,ST037,U00666,2026-07-07 05:20:00,2026-07-07 06:12:00,71.67,24869,MEMBERSHIP
L004653,ST022,U01636,2026-06-21 03:05:00,2026-06-21 03:57:00,80.44,27913,MEMBERSHIP
L000388,ST018,U01283,2026-02-13 11:49:00,2026-02-13 18:45:00,38.02,11102,CARD
L009384,ST038,U01934,2026-07-05 08:59:00,2026-07-05 09:27:00,76.66,24531,CARD
L005256,ST031,U01457,2026/02/19 19:16:00,2026-02-19 19:56:00,85.97,32669,MEMBERSHIP
L006948,ST039,U02944,2026-05-20 22:56:00,2026-05-20 23:53:00,28.76,9980,MEMBERSHIP
L006613,ST017,U01712,2026-02-21 07:56:00,2026-02-21 14:27:00,26.96,7872,CARD
L003766,ST016,U00348,2026-02-12 23:50:00,2026-02-13 02:13:00,9.23,2354,APP
L004926,ST023,U01262,2026-06-04 03:01:00,2026-06-04 03:28:00,15.06,4819,app
L009683,ST010,U00588,2026-04-22 20:55:00,2026-04-22 23:17:00,11.74,3428,APP
L003188,ST021,U01308,2026-05-03 08:35:00,2026-05-03 14:44:00,30.55,-8921,CARD
L008085,ST024,U00432,2026-01-23 04:49:00,2026-01-23 05:15:00,70.89,24599,CARD
L011656,ST019,U01149,2026-03-12 00:52:00,2026-03-12 01:45:00,-,37882,app
L001879,ST024,U00789,2026-07-19 09:49:00,2026-07-19 10:48:00,131.97,45794,CARD
L000093,ST036,U02142,2026-05-19 13:49:00,2026-05-19 19:01:00,46.4,13549,APP
L011687,ST019,U02649,2026-01-05 18:39:00,2026-01-05 19:19:00,82.25,28541,CARD
L005937,ST002,U00461,2026-06-13 07:14:00,2026-06-13 10:50:00,27.51,8033, APP 
L008194,ST007,U01392,2026-04-10 19:53:00,2026-04-10 20:19:00,46.08,,APP
L004574,ST005,U01040,2026-06-13 07:04:00,2026-06-13 07:54:00,113.4,36288,MEMBERSHIP
L006564,ST019,U02523,2026-06-28 01:23:00,2026-06-28 02:17:00,158.31,54934,APP
L010065,ST017,U01338,2026-04-24 16:43:00,2026-04-25 00:05:00,29.59,8640,APP
L007565,ST015,U02284,2026-04-17 14:37:00,2026-04-17 15:28:00,105.87,33878,APP
L005160,ST011,U02385,2026-03-23 02:57:00,2026-03-23 03:54:00,116.42,37254,APP
L007052,ST009,U00744,2026-03-11 06:52:00,2026-03-11 07:40:00,28.85,-10011,APP
L004534,ST023,U01595,2026-01-07 14:41:00,2026-01-07 15:04:00,13.67,4374,MEMBERSHIP
L009909,ST005,U02376,2026-07-25 19:47:00,2026-07-25 20:18:00,59.11,18915,APP
L009699,ST007,U01395,20260404130900,2026-04-04 13:29:00,29.36,9395,CARD
L003567,ST036,U01733,2026-02-10 05:23:00,2026-02-10 13:15:00,70.05,20455,MEMBERSHIP
L005294,ST015,U00427,2026-07-26 17:19:00,2026-07-26 18:00:00,63.83,20426,CARD
L011101,ST037,U01690,2026-07-26 06:40:00,2026-07-26 07:15:00,62.69,21753,APP
L001726,ST030,U02533,2026-03-20 02:36:00,2026-03-20 03:13:00,93.22,29830,MEMBERSHIP
L009852,ST021,U01810,2026-01-11 01:17:00,2026-01-11 05:36:00,22.38,6535,MEMBERSHIP
L010824,ST025,U01156,20260318142900,2026-03-18 19:13:00,29.46,8602,APP
L010077,ST016,U00055,2026-01-23 18:41:00,2026-01-23 23:03:00,19.9,5074,CARD
L011829,ST025,U02223,2026-05-26 08:03:00,2026-05-26 13:21:00,32.37,9452,CARD
L011184,ST035,U01733,2026-02-14 20:08:00,2026-02-15 00:48:00,,11659,APP
L008949,ST011,U01621,2026/01/11 07:23:00,2026-01-11 08:14:00,8257.0,26422,CARD
L011475,ST003,U02505,2026-05-11 21:13:00,2026-05-11 22:13:00,101.54,32493,APP
L002405,ST009,U00476,2026-01-21 06:30:00,2026-01-21 07:27:00,33.0,11451,APP
L000308,ST034,U01457,2026/07/22 21:14:00,2026-07-22 21:35:00,59.59,22644,app
L003823,ST028,U01494,20260610174300,2026-06-10 18:37:00,,25360,APP
L006054,ST006,U00571,2026-04-11 03:23:00,2026-04-11 09:12:00,27.97,8167,APP
L002743,ST013,U00112,2026-06-29 08:16:00,2026-06-29 09:16:00,166.36,53235,CARD
L009251,ST003,U01598,20260325132500,2026-03-25 14:04:00,75.56,24179,MEMBERSHIP
L004302,ST040,U02387,2026-07-02 02:48:00,2026-07-02 04:59:00,20.89,6100,MEMBERSHIP
L003023,ST023,U01016,2026-01-29 00:26:00,2026-01-29 01:22:00,41.98,13434,MEMBERSHIP
L002120,ST014,U01673,2026-07-17 18:46:00,2026-07-17 19:25:00,28.51,10834,CARD
L004876,ST015,U02467,2026-06-24 00:27:00,2026-06-24 01:20:00,101.62,32518,MEMBERSHIP
L007797,ST003,U02252,2026-06-11 16:49:00,2026-06-11 17:29:00,60.18,19258,Card
L011180,ST015,U02722,2026-06-23 09:19:00,2026-06-23 10:19:00,84.54,27053,CARD
L004106,ST035,U01066,2026-03-30 15:34:00,2026-03-30 21:13:00,52.03,13268,APP
L010842,ST013,U01547,2026-03-03 23:52:00,2026-03-04 00:47:00,162.02,51846,MEMBERSHIP
L009726,ST038,U01341,2026-06-18 01:31:00,2026-06-18 02:21:00,113.61,36355,CARD
L002980,ST037,U02702,2026-02-11 21:10:00,2026-02-11 21:55:00,80.28,27857,CARD
L007803,ST011,U00064,2026-03-20 07:50:00,2026-03-20 08:31:00,89.34,28589,MEMBERSHIP
L003096,ST020,U02120,2026-04-26 01:31:00,2026-04-26 02:25:00,35.57,11382,MEMBERSHIP
L011505,ST032,U01304,2026-03-31 07:08:00,2026-03-31 07:59:00,69.49,26406,MEMBERSHIP
L008113,ST019,U02142,2026-05-27 00:18:00,2026-05-27 01:05:00,139.33,48348,MEMBERSHIP
L003868,ST017,U02142,2026-05-02 17:14:00,2026-05-03 01:08:00,34.53,10083,CARD
L003837,ST021,U00344,2026-01-05 16:24:00,2026-01-05 21:33:00,30.06,8778,CARD
L003653,ST018,U02987,2026-04-14 20:30:00,2026-04-15 02:07:00,25.86,7551,CARD
L005559,ST008,U02586,2026-04-03 17:11:00,2026-04-03 22:15:00,29.96,7640,CARD
L009992,ST007,U01100,20260118074400,2026-01-18 08:36:00,76.1,24352,MEMBERSHIP
L006736,ST002,U00816,2026-03-26 15:37:00,2026-03-26 18:11:00,24.0,7008,CARD
L002619,ST037,U02902,2026-06-14 03:21:00,2026-06-14 03:48:00,42.38,14706,MEMBERSHIP
L000576,ST025,U00393,2026/01/05 18:31:00,2026-01-06 01:53:00,34.75,10147,APP
L010018,ST014,U01978,2026/02/18 08:36:00,2026-02-18 09:21:00,27.44,10427,MEMBERSHIP
L001470,ST025,U00108,2026-04-29 12:56:00,2026-04-29 19:33:00,37.84,11049,CARD
L001975,ST033,U01047,2026-03-19 16:10:00,2026-03-19 17:05:00,99.33,31786,MEMBERSHIP
L007096,ST017,U00966,2026-01-02 15:57:00,2026-01-02 20:47:00,22.15,6468,MEMBERSHIP
L003337,ST006,U00635,2026-02-20 06:14:00,2026-02-20 11:58:00,28.65,8366,APP
L005509,ST018,U01792,2026-02-28 08:05:00,2026-02-28 13:23:00,21.35,6234,app
L007281,ST038,U02841,2026-06-18 06:05:00,2026-06-18 06:40:00,91.72,29350,APP
L003756,ST002,U01191,20260205151700,2026-02-05 20:30:00,32.86,9595,APP
L009991,ST006,U00865,2026-06-13 21:15:00,2026-06-14 01:26:00,25.56,7464,APP
L000407,ST020,U01349,2026/01/24 10:56:00,2026-01-24 11:45:00,24.9,7968,MEMBERSHIP
L005352,ST018,U01347,2026-05-13 09:12:00,2026-05-13 15:23:00,26.78,7820,CARD
L010041,ST035,U00328,20260523115900,2026-05-23 17:17:00,48.47,12360,CARD
L005040,ST022,U02916,2026/05/04 10:11:00,2026-05-04 10:57:00,100.29,34801,MEMBERSHIP
L004007,ST040,U00535,2026-02-28 21:20:00,2026-03-01 04:02:00,49.52,14460,APP
L004572,ST032,U01036,2026/06/07 13:22:00,2026-06-07 14:08:00,43.1,16378,APP
L009711,ST001,U00468,2026-06-01 01:00:00,2026-06-01 01:53:00,90.18,34268,CARD
L008946,ST011,U00091,20260403014300,2026-04-03 02:18:00,64.97,20790,APP
L003611,ST028,U02819,2026-01-24 17:37:00,2026-01-24 18:26:00,69.66,22291,MEMBERSHIP
L003802,ST010,U00123,20260121072100,2026-01-21 15:13:00,33.68,9835,CARD
L001349,ST022,U01057,20260413235700,2026-04-14 00:53:00,90.76,31494,APP
L003852,ST019,U01170,2026-07-03 11:49:00,2026-07-03 12:37:00,90.22,31306,APP
L006905,ST006,U02316,2026-03-17 06:28:00,2026-03-17 10:50:00,25.97,7583,APP
L007760,ST024,U00558,2026-04-15 02:37:00,2026-04-15 03:17:00,116.07,40276,CARD
L008029,ST003,U02445,2026-04-26 23:49:00,2026-04-27 00:39:00,98.66,31571,MEMBERSHIP
L008652,ST020,U00144,2026-03-09 06:56:00,2026-03-09 07:44:00,31.63,10122,MEMBERSHIP
L006689,ST009,U01366,2026-06-04 04:40:00,2026-06-04 05:09:00,17.77,6166,MEMBERSHIP
L010696,ST010,U02598,2026-06-24 15:28:00,2026-06-24 22:20:00,28.91,8442,MEMBERSHIP
L006358,ST019,U01689,2026-07-26 03:52:00,2026-07-26 04:25:00,79.48,27580,MEMBERSHIP
L009432,ST026,U01261,2026-05-07 20:33:00,2026-05-07 21:14:00,96.14,36533,MEMBERSHIP
L010071,ST040,U00046,2026-06-08 04:29:00,2026-06-08 09:02:00,41.49,12115,APP
L009660,ST031,U02394,20260403030000,2026-04-03 03:23:00,46.59,17704,Card
